text,label
pegang pengisi daya,0
Saya menggunakannya dan tidak berhasil,0
"Gagang kait hp tidak bisa diklik, seram kalau copot",0
"Ketika saya menghidupkan ponsel saya, saya memberi Gin sedikit kecewa dengan layanannya",0
tidak peka,0
Dijual jam tangan anak ukuran kecil. Kecewa belanja disini. Jangan berbelanja di sini. Diskon tidak sepadan,0
biarkan bintang bicara,0
ssrip,0
Apa yang terjadi dengan produk hari Minggu?,0
"Bahannya tidak melar padahal longgar, ukurannya tidak pas padahal sudah saya ukur",0
kualitasnya bagus,0
"Kaca arlojinya lepas, saya tidak bertanggung jawab",0
Besar,0
Paket telah diterima dengan kemasan yang layak,0
Penguin tikus tapi kenapa tidak bolak-balik menggunakan alat pengusir setan dengan membeli yang bercanda,0
"Saya tidak bisa pasang spion di motor matic gan, lubang spionnya besar",0
"Setelah digunakan, LCD tidak mau hidup",0
Bagaimana saya bisa memberikan review barang kepada Anda dengan imbalan uang tanpa konfirmasi?,0
Ini bola keras yang bagus untuk harga itu,0
"Cara kirim reviewnya gimana, no diskusi, bilang siap",0
Barang langsung dites deskripsi fungsi tombol arah dites kirim,0
"Yang jelas isi benihmu mahal, itu uang yang banyak",0
hanya berpisah,0
Bahan tipisnya panas dan enak digunakan,0
"Barang yang dikirim tidak sesuai, proses refound dijelaskan dalam seminggu",0
tanggal sampai saat ini,0
barang sesuai dengan gambar pengukuran,0
yang,0
ghkljhvghhjjjkmlmbhhuuiookhgffddderyhhhjjjjkkk,0
Produk cacat dan milik Reta,0
tidak ada gambar,0
"Speaker hpnya rusak gan, makasih",0
warna yang menyertai warna tersebut,0
"Apakah barang direfund untuk hp atau tidak, penjual mempunyai alamat pengaduan yang lengkap",0
"Barang test tidak mempengaruhi lampu nyala, tombol on off tidak berfungsi, tidak laku",0
Saya menerima barang asli Nokia dan kecewa,0
"sesuai pesanan, slow respon, rekomendasi toko disuruh retur, Tokopedia mengganti ongkos kirim karena Tokopedia merubah ongkos kirim",0
"Jelek sekali, saya sudah bayar, saya komplain, barang sudah saya kirim, barang sudah dikirim ke saya, pelayanannya sangat buruk, maaf, saya yakin itu yang mereka katakan untuk dikirim, saya sudah menunggu untuk dikirim, sangat kecewa untuk membeli",0
Barang bekas bening ada bekas goresan,0
Membeli satu headset terpasang yang tidak digunakan,0
pesan sesuai deskripsi pesan nimh dikirim nimh,0
responnya langsung cepat tapi pengirimannya bagus sesuai harga penjualnya kadang gak tanya-tanya tolong rate lagi tapi barangnya bagus sesuai harganya,0
barang sesuai dengan gambar pesanan,0
tolong kirimkan cek disana terima kasih,0
Kecewa hpnya bunyi nada deringnya aneh kaya hp samsung,0
"Bintangi karena barang rusak, retur menunggu aturan seller",0
"Baterainya habis, cukup sekian, terima kasih gan, sukses",0
terima kasih barangnya bagus sekali,0
"Terima kasih sudah datang, maafkan aku kawan, maafkan aku",0
"barang bagus, suara jernih saat dipakai mati total",0
"Barangnya bagus, awet banget",0
"Barang jelek, baterai tidak bagus, ponsel tidak berfungsi, belilah",0
"bagus, kirim, coba saja bos, ongkos kirimnya berat banget",0
"Kualitas barang buruk, tidak direkomendasikan",0
"barang sudah dipacking rapi, katanya rusak, barang masih aman, mohon d level gold",0
"Barang sangat kasar, persis seperti foto",0
Barang sesuai dengan foto batang fungsinya,0
barang dikirim sesuai pesanan,0
baterainya cepat habis,0
oke oke oke ko oke oke oke oke oke oke oke Bu oke,0
hal-hal sekolah menengah,0
produk buruk dengan tapak longgar,0
"Saya puas dengan kuncinya selama sebulan, menurut saya kurang mulus, keyboard bawa yang rusak, bulan saya beli, muncul error, tombol running, saya harus beli keyboard original, bawa thinkpad",0
"ukur normal kecil, gunakan ukuran l, ukuran l",0
Saya akan mengirimkan barangnya minggu ini. Mohon dikirimkan karena sepatu yang anda terima adalah hadiah ya kak. Saya tunggu kirimannya dari Bata resmi,0
sesuai dengan warna tesis Anda,0
dibeli tidak dapat digunakan,0
"Harganya mahal, jamin bagus, tapi ternyata kemasannya kurang rapi, malah dikemas dalam karton",0
"terima kasih, barangnya bagus sekali",0
Karena tidak sesuai dengan pesanan warna biru maka dikirim warna merah,0
"tombol hapus, fungsinya sangat buruk",0
layanan buruk,0
barang kosong,0
barang dijamin diterima,0
"Analognya cepat rusak, sekarang saya pakai yang normal dan kurang bagus",0
"Barang kosong, mohon konfirmasi kosong agar bisa saya tukar",0
jual jelek respon beli jual cek barang pesanan barang kirim komplain cek beli terima barang komplain lantang saya salah janji retur selisih harga barang pesanan barang dikirim dalam minggu dana dikembalikan harap jual wajib terima kasih,0
tikusnya terlihat berbeda,0
"Kualitasnya kurang bagus, tapi router POE hanya berkedip. Itu sepadan dengan harganya",0
kotak kemasan rusak parah,0
Kualitasnya sesuai dengan mereknya,0
Warna talinya tidak serasi?,0
"Barang sudah saya terima, saya akan mencobanya",0
barang bekas rusak,0
"Produk hp nyala, charger rusak, charger produk bermasalah, kecewa",0
"Kotaknya rusak, pengiriman sepertinya baru saja dikirim",0
Produk ini tidak kompatibel dengan Acer saya,0
barang handsfree lengkap,0
"Menggunakan telepon, mikrofon berdengung",0
Saya membelinya dan tidak menggunakannya atau rusak,0
seperti memberikan barang bekas,0
"Kartrid printer HP Deskjet menunjukkan kesalahan kartrid tidak kompatibel, kartrid yang ditunjukkan tidak dimaksudkan untuk digunakan pada printer ini, mohon bantuannya",0
Ditunggu barangnya minggu ini,0
"jika Anda menagihnya, itu tidak buruk",0
"Parah banget, pengirimannya lama, seminggu baru kirim konfirmasi barang ready, saya kecewa karena camat hadehhhhh",0
Fungsi barang jelek toko juga penipu yang membeli dan mengirimkannya,0
Kecewa saat dipakai dan papannya tidak menempel,0
"Sesuai pesan, saya kira saya menggunakan charger yang salah, namun chargernya ada sedikit perbedaan",0
"Gan, saya minta RJ, jadi saya kasih tang RJnya",0
"Steamernya kualitasnya jelek, timernya rusak, tidak ada merknya",0
kirim tempe,0
"barang rusak, sangat kecewa",0
barang yang dikirim rusak,0
kirim sangat lambat,0
Saya sudah membelinya dan mengirimkannya aduh,0
Gan kenapa colok kartu hp gak selalu berkedip?,0
"Yang belinya cepat, gak usah ke toko, kirim ke surabaya, sampai dikirim dari jakarta, alamatnya cepat sampai",0
barang palsu palsu yang digunakan,0
"Faktur ongkos kirim Gampade pcs aktual kg ditimbang kg ons bulat kg silakan cek berat kesepakatan, transaksi beli, ayo beli, buang-buang uang",0
"fast respon, packing bagus, sayangnya untung mata girdernya bagus, pas digerinda plastik girdernya kuat banget dan cepat aus",0
Produk yang dikirim tidak memberikan review,0
kecewa,0
"Respon pengirimannya kurang cepat, kualitasnya bagus, tapi ada lemnya, persis seperti di foto, cek pengirimannya, kotaknya juga rusak parah, kurang rapi.",0
kecewa,0
"Barang yang dikirim sesuai dengan gambar, warnanya kusam",0
tombolnya tidak berfungsi,0
"sialnya hitam biru gimana kalo gak batalin aja, niat dijual gak, kalo aku kasih bintang semua, aku kasih bintang semua. Jualan yang jujur ​​biar berkah pfffttttt",0
Barang yang dikirim berwarna hitam,0
"Harganya susah dipakai, staplesnya gak tahan sampai penuh",0
"Yang expayer sudah kirim cartridgenya gan, kabari saya",0
barang-barang,0
"Barangnya oke, warna yang datang berbeda dengan yang di foto",0
"Kualitas sepatu retur berbeda, ketebalan bahan kanan dan kiri berbeda",0
jelek padahal pengiriman sudah sampai di hari minggu,0
Barang sudah terkirim tetapi Anda bertanggung jawab mengembalikan uang tunai tanpa mengirimkannya,0
ooooooookkkkkkkkk,0
"Jika baterainya drop, sulit untuk mengisi daya karena mungkin tidak menjadi masalah",0
produk sesuai dengan gambar,0
"Pelayanan buruk, interaksi dengan Tokopedia",0
"Terima kasih, pesanan yang dikirim sudah dibicarakan dengan produk, catatan ready, invoice lengkap",0
Item tersebut menggunakan tombol rusak yang tidak merespon tombol spasi,0
"telepon tidak berbunyi, musiknya terdengar bagus",0
tulis replika supercopy tulis nama produk kecuali anda bermaksud membeli dengan hati-hati p,0
"Jual, cek kondisi barang yang dikirim, barang yang diterima chargernya, lubang konektornya tidak pas",0
agak sulit untuk dihapus,0
"Recomended kaki di sepatu sablon, kualitas kurang oke",0
"membeli produk aki, aki bocor, aki tidak terisi, sulit kirim ongkos kirim, dll",0
"Sangat kecewa, pilih ukuran dewasa, jangan kirim ukuran anak",0
beli pc ok suara masuk suara tidak cek apa yang dikirim,0
kemasannya rapi,0
"Tidak ada foto warna kuning polos, kecewa",0
"jual, kirim produk lengkap sesuai keterangan, dikemas",0
"Salah pesan, chat ukuran pria C C, sneaker tidak dikembalikan, berapa mahal ini?",0
Sangat kecewa respon jual jam tangan auto cancel resi masuk ganti ukuran lewat chat ya ganti ganti notifikasi kurir karena charge barang dikirim diganti lebih banyak biaya kirim salah tulis alamat paket salah rute kali hubungi alamat kurir revisi cek hilang ganti feedback bertanggung jawab penyelesaian,0
barang sesuai harapan,0
Powerglue menempel tapi tidak tahan,0
Cinta,0
"Pakai charger beberapa menit, panas banget. Mohon bantuannya, bagaimana cara mengembalikannya? Beli yang asli",0
"jual produk, cek barang rusak, semoga kembali, selamat mencoba",0
tsnya tidak berfungsi,0
Bahan tipisnya cepat sobek,0
"beli softcasenya, terima softcasenya",0
barang sudah sampai terbungkus rapi tapi kualitas hp volume suara maksimal colok headset suka matikan produk sentuh belum recomended,0
"Jika barang tidak sesuai pesanan, Anda harus mengirimkan biaya pengembalian untuk mengembalikannya",0
"terima kasih barang sudah diterima, kabel usb berfungsi, warna abu-abu, pesan warna putih, barang sudah di coba terima kasih berjalan dengan baik terima kasih gan.",0
"beli staples, jangan jual isinya pakai tsk",0
tidak tampak seperti barang rongsokan,0
Kulit sepatunya robek dan pitanya terlepas,0
"barang bagus, tidak ada gambarnya",0
Ponsel pertama kali mati dan tidak menyala,0
"Jelek banget gan, udah rusak. Kotak gas rusak dan hancur. Terpaksa menutup solatip",0
barang-barang,0
Kepala bola terkunci,0
Hanya satu tongkat yang menyala,0
yang tidak menyala itulah yang mematikan suara,0
speakernya stereo atau mono,0
produk diterima cek selesai kecewa selesai transaksi otomatis tokopedia tokopedia bijaksana revisi transaksi otomatis selesai barang diterima barang diterima mes jatuh ke tangan orang transaksi otomatis selesai,0
Keterangan warna jelas kirim sesuai stok,0
"gesper harga ribuan, kondisi tergores, tergores di penjual, besinya tergores sekali menggunakan fungsi penggelaran, suka pecah, kecewa dengan kualitas dibandingkan harga",0
"Saya pesan tipe MQ, penjual mengirimkan tipe yang tidak saya suka, jika tidak ada stok tolong beri tahu saya agar saya bisa memilih modelnya. Aku lelah tidak pergi ke toko lagi.",0
Pengiriman memerlukan waktu yang lama,0
barang bekas rusak,0
Kecewa sesuai dengan deskripsi yang kompatibel dengan USB,0
"beli tombol hapus tidak berfungsi, komplain, video, posisi kota, informasi barang, tidak berfungsi",0
Pengukuran yang dikirim sesuai dengan pengukuran yang ditulis ulang,0
Kecewa karena ACC sudah selesai,0
terima kasih paketnya kak,0
"respon penjualan cepat, barang cepat, kualitas barang sesuai deskripsi, bersih, pasang kunci dan langsung rusak",0
"gan, bagus, tapi card readernya tidak berfungsi",0
"Barang cepat diterima, cek kirim, coba beli mouse, unit fungsi, proses refund berhasil",0
"Murah, barang bekas langsung sobek, ada harga, ada kualitas, ditambah jasa pengiriman yang laris",0
barang dikirim pemberitahuan barang kosong,0
"Bagus banget, sayang sekali belum dipakai, sudah agak sobek di pinggirnya. Kirimi saya cek",0
Kirimi saya nomor rekomendasi,0
"gambar iklannya warna hitam, gak kasih warna cerah, kirim putih, gak ada USB receivernya, dijual, komplainnya gak kasih solusi, uangnya gak dikasih, gak masuk, ikhlas aja",0
"Entah ada apa, port USB yang menerimanya tidak mendeteksi USB. Pelabuhan terdeteksi. Pergi untuk membeli layanan deteksi USB. Penjual kecewa dengan produknya",0
"Susah bertekuk lutut, overall bagus, semoga bisnis lancar",0
"Maaf, jangan gunakan itu. Menyalakannya sekali. Langsung mengisi daya jam tangan dan tidak menyala",0
inti kecewa kecewa,0
Barang tersambung dan tidak ada suara,0
"Proses pengiriman cepat, proses penjualan baik, catatan pembeli ukuran, warna, harap kirim ukuran, packing acak, motif warna inisiatif",0
"Enaknya kalian beli dan dapatkan harga flash salenya. Kalau dibandingkan harga aslinya dengan barangnya, mending beli saja yang merknya. Penjual memproses pembelian dengan baik dan mendapatkan bintang atas nilai barangnya.",0
Warna yang dipesan tidak sesuai,0
"respon cepat, kerja bagus",0
barangnya tidak sampai tapi tulis,0
Hanya sebuah gamepad,0
Jadi baterainya boros banget dan sinyalnya tidak muncul,0
"tidak menutup, ukurannya tidak pas",0
Produk tersebut jelas diterima oleh toko karena diambil dengan mengelabui toko agar berkomunikasi dengan pelanggannya,0
"Proses pengirimannya lambat, butuh waktu seminggu untuk sampai di rumah saya",0
"Barang jelek, penyok, kurang puas",0
Barang bekas kecewa,0
